Mod:Item:MetaData, Localized Name
gregtech:gt.meta.crushedPurifiedTiny:1742, oredict.crushedPurifiedTinyNaquadria.name
gregtech:gt.meta.crushedPurifiedTiny:2210, oredict.crushedPurifiedTinyAtlarus.name
gregtech:gt.meta.crushedPurifiedTiny:8000, oredict.crushedPurifiedTinySiliconDioxide.name
gregtech:gt.meta.crushedPurifiedTiny:8003, oredict.crushedPurifiedTinyCarborundum.name
gregtech:gt.meta.crushedPurifiedTiny:8005, oredict.crushedPurifiedTinyFerrite.name
gregtech:gt.meta.crushedPurifiedTiny:8006, oredict.crushedPurifiedTinyDatolite.name
gregtech:gt.meta.crushedPurifiedTiny:8008, oredict.crushedPurifiedTinyAlumina.name
gregtech:gt.meta.crushedPurifiedTiny:8009, oredict.crushedPurifiedTinyCryolite.name
gregtech:gt.meta.crushedPurifiedTiny:8010, oredict.crushedPurifiedTinyAluminiumFluoride.name
gregtech:gt.meta.crushedPurifiedTiny:8014, oredict.crushedPurifiedTinyAluminiumHydroxide.name
gregtech:gt.meta.crushedPurifiedTiny:8016, oredict.crushedPurifiedTinyMagnesiumCarbonate.name
gregtech:gt.meta.crushedPurifiedTiny:8018, oredict.crushedPurifiedTinyMagnesiumChloride.name
gregtech:gt.meta.crushedPurifiedTiny:8019, oredict.crushedPurifiedTinySodiumNitrate.name
gregtech:gt.meta.crushedPurifiedTiny:8026, oredict.crushedPurifiedTinyTungstenTrioxide.name
gregtech:gt.meta.crushedPurifiedTiny:8028, oredict.crushedPurifiedTinyCalciumChloride.name
gregtech:gt.meta.crushedPurifiedTiny:8029, oredict.crushedPurifiedTinyLithiumChloride.name
gregtech:gt.meta.crushedPurifiedTiny:8101, oredict.crushedPurifiedTinySoulsand.name
gregtech:gt.meta.crushedPurifiedTiny:8102, oredict.crushedPurifiedTinySluiceSand.name
gregtech:gt.meta.crushedPurifiedTiny:8103, oredict.crushedPurifiedTinyPlatinumGroupSludge.name
gregtech:gt.meta.crushedPurifiedTiny:8203, oredict.crushedPurifiedTinyRockSalt.name
gregtech:gt.meta.crushedPurifiedTiny:8204, oredict.crushedPurifiedTinySalt.name
gregtech:gt.meta.crushedPurifiedTiny:8205, oredict.crushedPurifiedTinyPotassiumNitrate.name
gregtech:gt.meta.crushedPurifiedTiny:8206, oredict.crushedPurifiedTinyNiter.name
gregtech:gt.meta.crushedPurifiedTiny:8207, oredict.crushedPurifiedTinyPhosphate.name
gregtech:gt.meta.crushedPurifiedTiny:8208, oredict.crushedPurifiedTinyPhosphorus.name
gregtech:gt.meta.crushedPurifiedTiny:8209, oredict.crushedPurifiedTinyApatite.name
gregtech:gt.meta.crushedPurifiedTiny:8215, oredict.crushedPurifiedTinyClay.name
gregtech:gt.meta.crushedPurifiedTiny:8226, oredict.crushedPurifiedTinyPhosphorite.name
gregtech:gt.meta.crushedPurifiedTiny:8234, oredict.crushedPurifiedTinyVanadiumPentoxide.name
gregtech:gt.meta.crushedPurifiedTiny:8242, oredict.crushedPurifiedTinyIodineSalt.name
gregtech:gt.meta.crushedPurifiedTiny:8243, oredict.crushedPurifiedTinySilverIodide.name
gregtech:gt.meta.crushedPurifiedTiny:8276, oredict.crushedPurifiedTinyClayBrown.name
gregtech:gt.meta.crushedPurifiedTiny:8278, oredict.crushedPurifiedTinyManaDiamond.name
gregtech:gt.meta.crushedPurifiedTiny:8279, oredict.crushedPurifiedTinyElvenDragonstone.name
gregtech:gt.meta.crushedPurifiedTiny:8298, oredict.crushedPurifiedTinyEnergiumRed.name
gregtech:gt.meta.crushedPurifiedTiny:8299, oredict.crushedPurifiedTinyEnergiumCyan.name
gregtech:gt.meta.crushedPurifiedTiny:8300, oredict.crushedPurifiedTinyDiamond.name
gregtech:gt.meta.crushedPurifiedTiny:8301, oredict.crushedPurifiedTinyEmerald.name
gregtech:gt.meta.crushedPurifiedTiny:8302, oredict.crushedPurifiedTinyRuby.name
gregtech:gt.meta.crushedPurifiedTiny:8303, oredict.crushedPurifiedTinyBalasRuby.name
gregtech:gt.meta.crushedPurifiedTiny:8304, oredict.crushedPurifiedTinySapphire.name
gregtech:gt.meta.crushedPurifiedTiny:8305, oredict.crushedPurifiedTinyGreenSapphire.name
gregtech:gt.meta.crushedPurifiedTiny:8306, oredict.crushedPurifiedTinyTopaz.name
gregtech:gt.meta.crushedPurifiedTiny:8307, oredict.crushedPurifiedTinyBlueTopaz.name
gregtech:gt.meta.crushedPurifiedTiny:8308, oredict.crushedPurifiedTinyTanzanite.name
gregtech:gt.meta.crushedPurifiedTiny:8309, oredict.crushedPurifiedTinyRedJasper.name
gregtech:gt.meta.crushedPurifiedTiny:8310, oredict.crushedPurifiedTinyAmber.name
gregtech:gt.meta.crushedPurifiedTiny:8311, oredict.crushedPurifiedTinyOlivine.name
gregtech:gt.meta.crushedPurifiedTiny:8312, oredict.crushedPurifiedTinyOpal.name
gregtech:gt.meta.crushedPurifiedTiny:8313, oredict.crushedPurifiedTinyAmethyst.name
gregtech:gt.meta.crushedPurifiedTiny:8314, oredict.crushedPurifiedTinyOrangeSapphire.name
gregtech:gt.meta.crushedPurifiedTiny:8315, oredict.crushedPurifiedTinyYellowSapphire.name
gregtech:gt.meta.crushedPurifiedTiny:8317, oredict.crushedPurifiedTinyDilithium.name
gregtech:gt.meta.crushedPurifiedTiny:8320, oredict.crushedPurifiedTinyNetherStar.name
gregtech:gt.meta.crushedPurifiedTiny:8321, oredict.crushedPurifiedTinyJade.name
gregtech:gt.meta.crushedPurifiedTiny:8322, oredict.crushedPurifiedTinyCraponite.name
gregtech:gt.meta.crushedPurifiedTiny:8323, oredict.crushedPurifiedTinyAquamarine.name
gregtech:gt.meta.crushedPurifiedTiny:8324, oredict.crushedPurifiedTinyMorganite.name
gregtech:gt.meta.crushedPurifiedTiny:8325, oredict.crushedPurifiedTinyDioptase.name
gregtech:gt.meta.crushedPurifiedTiny:8326, oredict.crushedPurifiedTinySpinel.name
gregtech:gt.meta.crushedPurifiedTiny:8328, oredict.crushedPurifiedTinyBlueSapphire.name
gregtech:gt.meta.crushedPurifiedTiny:8329, oredict.crushedPurifiedTinyAmethystEnder.name
gregtech:gt.meta.crushedPurifiedTiny:8330, oredict.crushedPurifiedTinyLazurite.name
gregtech:gt.meta.crushedPurifiedTiny:8331, oredict.crushedPurifiedTinySodalite.name
gregtech:gt.meta.crushedPurifiedTiny:8332, oredict.crushedPurifiedTinyLapis.name
gregtech:gt.meta.crushedPurifiedTiny:8333, oredict.crushedPurifiedTinyRedstone.name
gregtech:gt.meta.crushedPurifiedTiny:8334, oredict.crushedPurifiedTinyCoal.name
gregtech:gt.meta.crushedPurifiedTiny:8336, oredict.crushedPurifiedTinyCharcoal.name
gregtech:gt.meta.crushedPurifiedTiny:8337, oredict.crushedPurifiedTinyLignite.name
gregtech:gt.meta.crushedPurifiedTiny:8338, oredict.crushedPurifiedTinyMonazite.name
gregtech:gt.meta.crushedPurifiedTiny:8341, oredict.crushedPurifiedTinyGlowstone.name
gregtech:gt.meta.crushedPurifiedTiny:8342, oredict.crushedPurifiedTinyFirestone.name
gregtech:gt.meta.crushedPurifiedTiny:8346, oredict.crushedPurifiedTinyNetherQuartz.name
gregtech:gt.meta.crushedPurifiedTiny:8347, oredict.crushedPurifiedTinyCertusQuartz.name
gregtech:gt.meta.crushedPurifiedTiny:8348, oredict.crushedPurifiedTinyChargedCertusQuartz.name
gregtech:gt.meta.crushedPurifiedTiny:8349, oredict.crushedPurifiedTinyCoalCoke.name
gregtech:gt.meta.crushedPurifiedTiny:8350, oredict.crushedPurifiedTinyInfusedDull.name
gregtech:gt.meta.crushedPurifiedTiny:8351, oredict.crushedPurifiedTinyInfusedVis.name
gregtech:gt.meta.crushedPurifiedTiny:8352, oredict.crushedPurifiedTinyInfusedAir.name
gregtech:gt.meta.crushedPurifiedTiny:8353, oredict.crushedPurifiedTinyInfusedFire.name
gregtech:gt.meta.crushedPurifiedTiny:8354, oredict.crushedPurifiedTinyInfusedEarth.name
gregtech:gt.meta.crushedPurifiedTiny:8355, oredict.crushedPurifiedTinyInfusedWater.name
gregtech:gt.meta.crushedPurifiedTiny:8356, oredict.crushedPurifiedTinyInfusedEntropy.name
gregtech:gt.meta.crushedPurifiedTiny:8357, oredict.crushedPurifiedTinyInfusedOrder.name
gregtech:gt.meta.crushedPurifiedTiny:8358, oredict.crushedPurifiedTinyInfusedBalance.name
gregtech:gt.meta.crushedPurifiedTiny:8359, oredict.crushedPurifiedTinyElectrotine.name
gregtech:gt.meta.crushedPurifiedTiny:8362, oredict.crushedPurifiedTinyAnthracite.name
gregtech:gt.meta.crushedPurifiedTiny:8365, oredict.crushedPurifiedTinyLigniteCoke.name
gregtech:gt.meta.crushedPurifiedTiny:8368, oredict.crushedPurifiedTinyGlowstoneCeres.name
gregtech:gt.meta.crushedPurifiedTiny:8369, oredict.crushedPurifiedTinyGlowstoneIo.name
gregtech:gt.meta.crushedPurifiedTiny:8370, oredict.crushedPurifiedTinyGlowstoneEnceladus.name
gregtech:gt.meta.crushedPurifiedTiny:8371, oredict.crushedPurifiedTinyGlowstoneProteus.name
gregtech:gt.meta.crushedPurifiedTiny:8372, oredict.crushedPurifiedTinyGlowstonePluto.name
gregtech:gt.meta.crushedPurifiedTiny:8383, oredict.crushedPurifiedTinyPurpleSapphire.name
gregtech:gt.meta.crushedPurifiedTiny:8384, oredict.crushedPurifiedTinyHeliodor.name
gregtech:gt.meta.crushedPurifiedTiny:8385, oredict.crushedPurifiedTinyGoshenite.name
gregtech:gt.meta.crushedPurifiedTiny:8386, oredict.crushedPurifiedTinyBixbite.name
gregtech:gt.meta.crushedPurifiedTiny:8387, oredict.crushedPurifiedTinyMaxixe.name
gregtech:gt.meta.crushedPurifiedTiny:8388, oredict.crushedPurifiedTinyAlexandrite.name
gregtech:gt.meta.crushedPurifiedTiny:8389, oredict.crushedPurifiedTinyFluix.name
gregtech:gt.meta.crushedPurifiedTiny:8390, oredict.crushedPurifiedTinyPetroleumCoke.name
gregtech:gt.meta.crushedPurifiedTiny:8393, oredict.crushedPurifiedTinySunnyQuartz.name
gregtech:gt.meta.crushedPurifiedTiny:8394, oredict.crushedPurifiedTinyLavenderQuartz.name
gregtech:gt.meta.crushedPurifiedTiny:8395, oredict.crushedPurifiedTinyRedQuartz.name
gregtech:gt.meta.crushedPurifiedTiny:8396, oredict.crushedPurifiedTinyBlazeQuartz.name
gregtech:gt.meta.crushedPurifiedTiny:8397, oredict.crushedPurifiedTinySmokeyQuartz.name
gregtech:gt.meta.crushedPurifiedTiny:8398, oredict.crushedPurifiedTinyManaQuartz.name
gregtech:gt.meta.crushedPurifiedTiny:8399, oredict.crushedPurifiedTinyElvenQuartz.name
gregtech:gt.meta.crushedPurifiedTiny:8415, oredict.crushedPurifiedTinyOnyxRed.name
gregtech:gt.meta.crushedPurifiedTiny:8416, oredict.crushedPurifiedTinyOnyxBlack.name
gregtech:gt.meta.crushedPurifiedTiny:8417, oredict.crushedPurifiedTinyAmazonite.name
gregtech:gt.meta.crushedPurifiedTiny:8419, oredict.crushedPurifiedTinyZircon.name
gregtech:gt.meta.crushedPurifiedTiny:8420, oredict.crushedPurifiedTinyAzurite.name
gregtech:gt.meta.crushedPurifiedTiny:8421, oredict.crushedPurifiedTinyEudialyte.name
gregtech:gt.meta.crushedPurifiedTiny:8423, oredict.crushedPurifiedTinyDiamondIndustrial.name
gregtech:gt.meta.crushedPurifiedTiny:8424, oredict.crushedPurifiedTinyPinkDiamond.name
gregtech:gt.meta.crushedPurifiedTiny:8425, oredict.crushedPurifiedTinyOceanJasper.name
gregtech:gt.meta.crushedPurifiedTiny:8426, oredict.crushedPurifiedTinyRainforestJasper.name
gregtech:gt.meta.crushedPurifiedTiny:8427, oredict.crushedPurifiedTinyBlueJasper.name
gregtech:gt.meta.crushedPurifiedTiny:8428, oredict.crushedPurifiedTinyGreenJasper.name
gregtech:gt.meta.crushedPurifiedTiny:8429, oredict.crushedPurifiedTinyYellowJasper.name
gregtech:gt.meta.crushedPurifiedTiny:8430, oredict.crushedPurifiedTinyTigerEye.name
gregtech:gt.meta.crushedPurifiedTiny:8431, oredict.crushedPurifiedTinyCatsEye.name
gregtech:gt.meta.crushedPurifiedTiny:8432, oredict.crushedPurifiedTinyDragonEye.name
gregtech:gt.meta.crushedPurifiedTiny:8433, oredict.crushedPurifiedTinyHawksEye.name
gregtech:gt.meta.crushedPurifiedTiny:8434, oredict.crushedPurifiedTinyBlackEye.name
gregtech:gt.meta.crushedPurifiedTiny:8435, oredict.crushedPurifiedTinyTigerIron.name
gregtech:gt.meta.crushedPurifiedTiny:8436, oredict.crushedPurifiedTinyRedFluorite.name
gregtech:gt.meta.crushedPurifiedTiny:8437, oredict.crushedPurifiedTinyPinkFluorite.name
gregtech:gt.meta.crushedPurifiedTiny:8438, oredict.crushedPurifiedTinyBlueFluorite.name
gregtech:gt.meta.crushedPurifiedTiny:8439, oredict.crushedPurifiedTinyGreenFluorite.name
gregtech:gt.meta.crushedPurifiedTiny:8440, oredict.crushedPurifiedTinyBlackFluorite.name
gregtech:gt.meta.crushedPurifiedTiny:8441, oredict.crushedPurifiedTinyWhiteFluorite.name
gregtech:gt.meta.crushedPurifiedTiny:8442, oredict.crushedPurifiedTinyYellowFluorite.name
gregtech:gt.meta.crushedPurifiedTiny:8443, oredict.crushedPurifiedTinyOrangeFluorite.name
gregtech:gt.meta.crushedPurifiedTiny:8444, oredict.crushedPurifiedTinyMagentaFluorite.name
gregtech:gt.meta.crushedPurifiedTiny:8445, oredict.crushedPurifiedTinyMilkyQuartz.name
gregtech:gt.meta.crushedPurifiedTiny:8446, oredict.crushedPurifiedTinyBrownAventurine.name
gregtech:gt.meta.crushedPurifiedTiny:8447, oredict.crushedPurifiedTinyYellowAventurine.name
gregtech:gt.meta.crushedPurifiedTiny:8448, oredict.crushedPurifiedTinyGreenAventurine.name
gregtech:gt.meta.crushedPurifiedTiny:8449, oredict.crushedPurifiedTinyBlackAventurine.name
gregtech:gt.meta.crushedPurifiedTiny:8450, oredict.crushedPurifiedTinyBlueAventurine.name
gregtech:gt.meta.crushedPurifiedTiny:8451, oredict.crushedPurifiedTinyRedAventurine.name
gregtech:gt.meta.crushedPurifiedTiny:8455, oredict.crushedPurifiedTinyClayRed.name
gregtech:gt.meta.crushedPurifiedTiny:8456, oredict.crushedPurifiedTinyGloomstone.name
gregtech:gt.meta.crushedPurifiedTiny:8457, oredict.crushedPurifiedTinyVoidQuartz.name
gregtech:gt.meta.crushedPurifiedTiny:8600, oredict.crushedPurifiedTinyElectrum.name
gregtech:gt.meta.crushedPurifiedTiny:8630, oredict.crushedPurifiedTinySteel.name
gregtech:gt.meta.crushedPurifiedTiny:8642, oredict.crushedPurifiedTinyPigIron.name
gregtech:gt.meta.crushedPurifiedTiny:8649, oredict.crushedPurifiedTinyMeteoricIron.name
gregtech:gt.meta.crushedPurifiedTiny:8676, oredict.crushedPurifiedTinyAstralSilver.name
gregtech:gt.meta.crushedPurifiedTiny:8677, oredict.crushedPurifiedTinyMidasium.name
gregtech:gt.meta.crushedPurifiedTiny:8678, oredict.crushedPurifiedTinyMithril.name
gregtech:gt.meta.crushedPurifiedTiny:8707, oredict.crushedPurifiedTinyArdite.name
gregtech:gt.meta.crushedPurifiedTiny:8719, oredict.crushedPurifiedTinyOsmium.name
gregtech:gt.meta.crushedPurifiedTiny:8722, oredict.crushedPurifiedTinyElvenElementium.name
gregtech:gt.meta.crushedPurifiedTiny:8736, oredict.crushedPurifiedTinyEndium.name
gregtech:gt.meta.crushedPurifiedTiny:8744, oredict.crushedPurifiedTinyAncientDebris.name
gregtech:gt.meta.crushedPurifiedTiny:8747, oredict.crushedPurifiedTinyEfrine.name
gregtech:gt.meta.crushedPurifiedTiny:8750, oredict.crushedPurifiedTinyDesh.name
gregtech:gt.meta.crushedPurifiedTiny:8753, oredict.crushedPurifiedTinyDolamide.name
gregtech:gt.meta.crushedPurifiedTiny:8754, oredict.crushedPurifiedTinyOriharukon.name
gregtech:gt.meta.crushedPurifiedTiny:8755, oredict.crushedPurifiedTinyAdamantite.name
gregtech:gt.meta.crushedPurifiedTiny:8784, oredict.crushedPurifiedTinyAdamantine.name
gregtech:gt.meta.crushedPurifiedTiny:8791, oredict.crushedPurifiedTinyDraconium.name
gregtech:gt.meta.crushedPurifiedTiny:8795, oredict.crushedPurifiedTinyBedrockium.name
gregtech:gt.meta.crushedPurifiedTiny:9001, oredict.crushedPurifiedTinyDiatomite.name
gregtech:gt.meta.crushedPurifiedTiny:9003, oredict.crushedPurifiedTinyBasalticMineralSand.name
gregtech:gt.meta.crushedPurifiedTiny:9004, oredict.crushedPurifiedTinyGraniticMineralSand.name
gregtech:gt.meta.crushedPurifiedTiny:9005, oredict.crushedPurifiedTinyGarnetSand.name
gregtech:gt.meta.crushedPurifiedTiny:9006, oredict.crushedPurifiedTinyQuartzSand.name
gregtech:gt.meta.crushedPurifiedTiny:9100, oredict.crushedPurifiedTinyRareEarth.name
gregtech:gt.meta.crushedPurifiedTiny:9101, oredict.crushedPurifiedTinyAlmandine.name
gregtech:gt.meta.crushedPurifiedTiny:9102, oredict.crushedPurifiedTinyAndradite.name
gregtech:gt.meta.crushedPurifiedTiny:9103, oredict.crushedPurifiedTinyAsbestos.name
gregtech:gt.meta.crushedPurifiedTiny:9104, oredict.crushedPurifiedTinyHematite.name
gregtech:gt.meta.crushedPurifiedTiny:9105, oredict.crushedPurifiedTinyBauxite.name
gregtech:gt.meta.crushedPurifiedTiny:9106, oredict.crushedPurifiedTinyBrownLimonite.name
gregtech:gt.meta.crushedPurifiedTiny:9107, oredict.crushedPurifiedTinyCalcite.name
gregtech:gt.meta.crushedPurifiedTiny:9108, oredict.crushedPurifiedTinyCassiterite.name
gregtech:gt.meta.crushedPurifiedTiny:9109, oredict.crushedPurifiedTinyRealgar.name
gregtech:gt.meta.crushedPurifiedTiny:9110, oredict.crushedPurifiedTinyCelestine.name
gregtech:gt.meta.crushedPurifiedTiny:9111, oredict.crushedPurifiedTinyChalcopyrite.name
gregtech:gt.meta.crushedPurifiedTiny:9112, oredict.crushedPurifiedTinyChalk.name
gregtech:gt.meta.crushedPurifiedTiny:9113, oredict.crushedPurifiedTinyChromite.name
gregtech:gt.meta.crushedPurifiedTiny:9114, oredict.crushedPurifiedTinyCinnabar.name
gregtech:gt.meta.crushedPurifiedTiny:9115, oredict.crushedPurifiedTinyCobaltite.name
gregtech:gt.meta.crushedPurifiedTiny:9116, oredict.crushedPurifiedTinyCooperite.name
gregtech:gt.meta.crushedPurifiedTiny:9117, oredict.crushedPurifiedTinyGalena.name
gregtech:gt.meta.crushedPurifiedTiny:9118, oredict.crushedPurifiedTinyGarnierite.name
gregtech:gt.meta.crushedPurifiedTiny:9119, oredict.crushedPurifiedTinyGrossular.name
gregtech:gt.meta.crushedPurifiedTiny:9120, oredict.crushedPurifiedTinyIlmenite.name
gregtech:gt.meta.crushedPurifiedTiny:9122, oredict.crushedPurifiedTinyMagnetite.name
gregtech:gt.meta.crushedPurifiedTiny:9123, oredict.crushedPurifiedTinyMolybdenite.name
gregtech:gt.meta.crushedPurifiedTiny:9124, oredict.crushedPurifiedTinyPowellite.name
gregtech:gt.meta.crushedPurifiedTiny:9125, oredict.crushedPurifiedTinyPyrite.name
gregtech:gt.meta.crushedPurifiedTiny:9126, oredict.crushedPurifiedTinyPyrolusite.name
gregtech:gt.meta.crushedPurifiedTiny:9127, oredict.crushedPurifiedTinyPyrope.name
gregtech:gt.meta.crushedPurifiedTiny:9128, oredict.crushedPurifiedTinyScheelite.name
gregtech:gt.meta.crushedPurifiedTiny:9129, oredict.crushedPurifiedTinySpessartine.name
gregtech:gt.meta.crushedPurifiedTiny:9130, oredict.crushedPurifiedTinySphalerite.name
gregtech:gt.meta.crushedPurifiedTiny:9131, oredict.crushedPurifiedTinyStibnite.name
gregtech:gt.meta.crushedPurifiedTiny:9132, oredict.crushedPurifiedTinyTetrahedrite.name
gregtech:gt.meta.crushedPurifiedTiny:9133, oredict.crushedPurifiedTinyTungstate.name
gregtech:gt.meta.crushedPurifiedTiny:9134, oredict.crushedPurifiedTinyUraninite.name
gregtech:gt.meta.crushedPurifiedTiny:9135, oredict.crushedPurifiedTinyUvarovite.name
gregtech:gt.meta.crushedPurifiedTiny:9136, oredict.crushedPurifiedTinyWulfenite.name
gregtech:gt.meta.crushedPurifiedTiny:9137, oredict.crushedPurifiedTinyYellowLimonite.name
gregtech:gt.meta.crushedPurifiedTiny:9138, oredict.crushedPurifiedTinyPerlite.name
gregtech:gt.meta.crushedPurifiedTiny:9139, oredict.crushedPurifiedTinyBorax.name
gregtech:gt.meta.crushedPurifiedTiny:9140, oredict.crushedPurifiedTinyPotassiumFeldspar.name
gregtech:gt.meta.crushedPurifiedTiny:9141, oredict.crushedPurifiedTinyBiotite.name
gregtech:gt.meta.crushedPurifiedTiny:9143, oredict.crushedPurifiedTinyVanadiumMagnetite.name
gregtech:gt.meta.crushedPurifiedTiny:9144, oredict.crushedPurifiedTinyBastnasite.name
gregtech:gt.meta.crushedPurifiedTiny:9145, oredict.crushedPurifiedTinyPentlandite.name
gregtech:gt.meta.crushedPurifiedTiny:9146, oredict.crushedPurifiedTinySpodumene.name
gregtech:gt.meta.crushedPurifiedTiny:9147, oredict.crushedPurifiedTinyPollucite.name
gregtech:gt.meta.crushedPurifiedTiny:9148, oredict.crushedPurifiedTinyTantalite.name
gregtech:gt.meta.crushedPurifiedTiny:9149, oredict.crushedPurifiedTinyLepidolite.name
gregtech:gt.meta.crushedPurifiedTiny:9150, oredict.crushedPurifiedTinyGlauconite.name
gregtech:gt.meta.crushedPurifiedTiny:9152, oredict.crushedPurifiedTinyVermiculite.name
gregtech:gt.meta.crushedPurifiedTiny:9153, oredict.crushedPurifiedTinyBentonite.name
gregtech:gt.meta.crushedPurifiedTiny:9154, oredict.crushedPurifiedTinyPalygorskite.name
gregtech:gt.meta.crushedPurifiedTiny:9155, oredict.crushedPurifiedTinyPitchblende.name
gregtech:gt.meta.crushedPurifiedTiny:9156, oredict.crushedPurifiedTinyMalachite.name
gregtech:gt.meta.crushedPurifiedTiny:9157, oredict.crushedPurifiedTinyMirabilite.name
gregtech:gt.meta.crushedPurifiedTiny:9158, oredict.crushedPurifiedTinyMica.name
gregtech:gt.meta.crushedPurifiedTiny:9159, oredict.crushedPurifiedTinyTrona.name
gregtech:gt.meta.crushedPurifiedTiny:9160, oredict.crushedPurifiedTinyBarite.name
gregtech:gt.meta.crushedPurifiedTiny:9161, oredict.crushedPurifiedTinyGypsum.name
gregtech:gt.meta.crushedPurifiedTiny:9162, oredict.crushedPurifiedTinyAlunite.name
gregtech:gt.meta.crushedPurifiedTiny:9163, oredict.crushedPurifiedTinyDolomite.name
gregtech:gt.meta.crushedPurifiedTiny:9164, oredict.crushedPurifiedTinyWollastonite.name
gregtech:gt.meta.crushedPurifiedTiny:9165, oredict.crushedPurifiedTinyZeolite.name
gregtech:gt.meta.crushedPurifiedTiny:9166, oredict.crushedPurifiedTinyKyanite.name
gregtech:gt.meta.crushedPurifiedTiny:9167, oredict.crushedPurifiedTinyKaolinite.name
gregtech:gt.meta.crushedPurifiedTiny:9169, oredict.crushedPurifiedTinyTalc.name
gregtech:gt.meta.crushedPurifiedTiny:9174, oredict.crushedPurifiedTinyGraphite.name
gregtech:gt.meta.crushedPurifiedTiny:9180, oredict.crushedPurifiedTinyQuartzite.name
gregtech:gt.meta.crushedPurifiedTiny:9183, oredict.crushedPurifiedTinyEmery.name
gregtech:gt.meta.crushedPurifiedTiny:9192, oredict.crushedPurifiedTinyRutile.name
gregtech:gt.meta.crushedPurifiedTiny:9193, oredict.crushedPurifiedTinyStolzite.name
gregtech:gt.meta.crushedPurifiedTiny:9194, oredict.crushedPurifiedTinyFerberite.name
gregtech:gt.meta.crushedPurifiedTiny:9195, oredict.crushedPurifiedTinyHuebnerite.name
gregtech:gt.meta.crushedPurifiedTiny:9196, oredict.crushedPurifiedTinyRussellite.name
gregtech:gt.meta.crushedPurifiedTiny:9197, oredict.crushedPurifiedTinyPinalite.name
gregtech:gt.meta.crushedPurifiedTiny:9198, oredict.crushedPurifiedTinyDiduraniumTrioxide.name
gregtech:gt.meta.crushedPurifiedTiny:9199, oredict.crushedPurifiedTinyDuraniumHexafluoride.name
gregtech:gt.meta.crushedPurifiedTiny:9200, oredict.crushedPurifiedTinyDuraniumHexachloride.name
gregtech:gt.meta.crushedPurifiedTiny:9201, oredict.crushedPurifiedTinyDuraniumHexabromide.name
gregtech:gt.meta.crushedPurifiedTiny:9202, oredict.crushedPurifiedTinyDuraniumHexaiodide.name
gregtech:gt.meta.crushedPurifiedTiny:9203, oredict.crushedPurifiedTinyDuraniumHexaastatide.name
gregtech:gt.meta.crushedPurifiedTiny:9204, oredict.crushedPurifiedTinyTritaniumDioxide.name
gregtech:gt.meta.crushedPurifiedTiny:9205, oredict.crushedPurifiedTinyTritaniumHexafluoride.name
gregtech:gt.meta.crushedPurifiedTiny:9206, oredict.crushedPurifiedTinyTritaniumHexachloride.name
gregtech:gt.meta.crushedPurifiedTiny:9207, oredict.crushedPurifiedTinyTritaniumHexabromide.name
gregtech:gt.meta.crushedPurifiedTiny:9208, oredict.crushedPurifiedTinyTritaniumHexaiodide.name
gregtech:gt.meta.crushedPurifiedTiny:9209, oredict.crushedPurifiedTinyTritaniumHexaastatide.name
gregtech:gt.meta.crushedPurifiedTiny:9210, oredict.crushedPurifiedTinyBromargyrite.name
gregtech:gt.meta.crushedPurifiedTiny:9211, oredict.crushedPurifiedTinySmithsonite.name
gregtech:gt.meta.crushedPurifiedTiny:9212, oredict.crushedPurifiedTinySperrylite.name
gregtech:gt.meta.crushedPurifiedTiny:9213, oredict.crushedPurifiedTinyKesterite.name
gregtech:gt.meta.crushedPurifiedTiny:9214, oredict.crushedPurifiedTinyStannite.name
gregtech:gt.meta.crushedPurifiedTiny:9215, oredict.crushedPurifiedTinyFluorite.name
gregtech:gt.meta.crushedPurifiedTiny:9216, oredict.crushedPurifiedTinyArsenopyrite.name
gregtech:gt.meta.crushedPurifiedTiny:9217, oredict.crushedPurifiedTinyWolframite.name
gregtech:gt.meta.crushedPurifiedTiny:9219, oredict.crushedPurifiedTinyPrismarine.name
gregtech:gt.meta.crushedPurifiedTiny:9220, oredict.crushedPurifiedTinyPrismarineDark.name
gregtech:gt.meta.crushedPurifiedTiny:9221, oredict.crushedPurifiedTinyBischofite.name
gregtech:gt.meta.crushedPurifiedTiny:9716, oredict.crushedPurifiedTinyPEZ.name
gregtech:gt.meta.crushedPurifiedTiny:9717, oredict.crushedPurifiedTinyLicorice.name
gregtech:gt.meta.crushedPurifiedTiny:9718, oredict.crushedPurifiedTinyNougat.name
gregtech:gt.meta.crushedPurifiedTiny:9780, oredict.crushedPurifiedTinyCheese.name
gregtech:gt.meta.crushedPurifiedTiny:9791, oredict.crushedPurifiedTinyHoney.name
gregtech:gt.meta.crushedPurifiedTiny:9793, oredict.crushedPurifiedTinyHoneydew.name
gregtech:gt.meta.crushedPurifiedTiny:9851, oredict.crushedPurifiedTinyOilSand.name
gregtech:gt.meta.crushedPurifiedTiny:9852, oredict.crushedPurifiedTinyCrudeOil.name
gregtech:gt.meta.crushedPurifiedTiny:9853, oredict.crushedPurifiedTinyOilShale.name
gregtech:gt.meta.crushedCentrifuged:30, oredict.crushedCentrifugedLithium.name
gregtech:gt.meta.crushedCentrifuged:31, oredict.crushedCentrifugedLithium6.name
gregtech:gt.meta.crushedCentrifuged:40, oredict.crushedCentrifugedBeryllium.name
gregtech:gt.meta.crushedCentrifuged:41, oredict.crushedCentrifugedBeryllium7.name
